Screenshot,image,Film,Scene #,Timestamp,Seconds,,,,
MAGN-24915,"https://ptannotated.com/iiif/magn/magn-24915/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117534722,10155,,,,
MAGN-24917,"https://ptannotated.com/iiif/magn/magn-24917/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.11755787,10157,,,,
MAGN-24918,"https://ptannotated.com/iiif/magn/magn-24918/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117569444,10158,,,,
MAGN-24922,"https://ptannotated.com/iiif/magn/magn-24922/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117615741,10162,,,,
MAGN-24926,"https://ptannotated.com/iiif/magn/magn-24926/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117662037,10166,,,,
MAGN-24930,"https://ptannotated.com/iiif/magn/magn-24930/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117708333,10170,,,,
MAGN-24942,"https://ptannotated.com/iiif/magn/magn-24942/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117847222,10182,,,,
MAGN-24945,"https://ptannotated.com/iiif/magn/magn-24945/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117881944,10185,,,,
MAGN-24948,"https://ptannotated.com/iiif/magn/magn-24948/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117916667,10188,,,,
MAGN-24949,"https://ptannotated.com/iiif/magn/magn-24949/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117928241,10189,,,,
MAGN-24954,"https://ptannotated.com/iiif/magn/magn-24954/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117986111,10194,,,,
MAGN-24955,"https://ptannotated.com/iiif/magn/magn-24955/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.117997685,10195,,,,
MAGN-24956,"https://ptannotated.com/iiif/magn/magn-24956/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118009259,10196,,,,
MAGN-24958,"https://ptannotated.com/iiif/magn/magn-24958/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118032407,10198,,,,
MAGN-25009,"https://ptannotated.com/iiif/magn/magn-25009/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118159722,10209,,,,
MAGN-25029,"https://ptannotated.com/iiif/magn/magn-25029/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118391204,10229,,,,
MAGN-25030,"https://ptannotated.com/iiif/magn/magn-25030/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118402778,10230,,,,
MAGN-25040,"https://ptannotated.com/iiif/magn/magn-25040/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118518519,10240,,,,
MAGN-25042,"https://ptannotated.com/iiif/magn/magn-25042/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118541667,10242,,,,
MAGN-25044,"https://ptannotated.com/iiif/magn/magn-25044/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118564815,10244,,,,
MAGN-25048,"https://ptannotated.com/iiif/magn/magn-25048/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118611111,10248,,,,
MAGN-25112,"https://ptannotated.com/iiif/magn/magn-25112/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118888889,10272,,,,
MAGN-25119,"https://ptannotated.com/iiif/magn/magn-25119/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.118969907,10279,,,,
MAGN-25133,"https://ptannotated.com/iiif/magn/magn-25133/tiles/full/300,169/0/default.jpg",Magnolia (1999),16,0.119131944,10293,,,,
MAGN-25223,"https://ptannotated.com/iiif/magn/magn-25223/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.119710648,10343,,,,
MAGN-25227,"https://ptannotated.com/iiif/magn/magn-25227/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.119756944,10347,,,,
MAGN-25231,"https://ptannotated.com/iiif/magn/magn-25231/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.119803241,10351,,,,
MAGN-25233,"https://ptannotated.com/iiif/magn/magn-25233/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.119826389,10353,,,,
MAGN-25249,"https://ptannotated.com/iiif/magn/magn-25249/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.120011574,10369,,,,
MAGN-25258,"https://ptannotated.com/iiif/magn/magn-25258/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.120115741,10378,,,,
MAGN-25306,"https://ptannotated.com/iiif/magn/magn-25306/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.120208333,10386,,,,
MAGN-25315,"https://ptannotated.com/iiif/magn/magn-25315/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.1203125,10395,,,,
MAGN-25324,"https://ptannotated.com/iiif/magn/magn-25324/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.120416667,10404,,,,
MAGN-25337,"https://ptannotated.com/iiif/magn/magn-25337/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.12056713,10417,,,,
MAGN-25347,"https://ptannotated.com/iiif/magn/magn-25347/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.12068287,10427,,,,
MAGN-25402,"https://ptannotated.com/iiif/magn/magn-25402/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.120856481,10442,,,,
MAGN-25407,"https://ptannotated.com/iiif/magn/magn-25407/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.120914352,10447,,,,
MAGN-25426,"https://ptannotated.com/iiif/magn/magn-25426/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.121134259,10466,,,,
MAGN-25442,"https://ptannotated.com/iiif/magn/magn-25442/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.121319444,10482,,,,
MAGN-25458,"https://ptannotated.com/iiif/magn/magn-25458/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.12150463,10498,,,,
MAGN-25504,"https://ptannotated.com/iiif/magn/magn-25504/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.121574074,10504,,,,
MAGN-25520,"https://ptannotated.com/iiif/magn/magn-25520/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.121759259,10520,,,,
MAGN-25524,"https://ptannotated.com/iiif/magn/magn-25524/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.121805556,10524,,,,
MAGN-25559,"https://ptannotated.com/iiif/magn/magn-25559/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.122210648,10559,,,,
MAGN-25603,"https://ptannotated.com/iiif/magn/magn-25603/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.122256944,10563,,,,
MAGN-25608,"https://ptannotated.com/iiif/magn/magn-25608/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.122314815,10568,,,,
MAGN-25624,"https://ptannotated.com/iiif/magn/magn-25624/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.1225,10584,,,,
MAGN-25655,"https://ptannotated.com/iiif/magn/magn-25655/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.122858796,10615,,,,
MAGN-25712,"https://ptannotated.com/iiif/magn/magn-25712/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.123055556,10632,,,,
MAGN-25718,"https://ptannotated.com/iiif/magn/magn-25718/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.123125,10638,,,,
MAGN-25751,"https://ptannotated.com/iiif/magn/magn-25751/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.123506944,10671,,,,
MAGN-25804,"https://ptannotated.com/iiif/magn/magn-25804/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.123657407,10684,,,,
MAGN-25851,"https://ptannotated.com/iiif/magn/magn-25851/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.124201389,10731,,,,
MAGN-25929,"https://ptannotated.com/iiif/magn/magn-25929/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.124641204,10769,,,,
MAGN-30021,"https://ptannotated.com/iiif/magn/magn-30021/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.125243056,10821,,,,
MAGN-30058,"https://ptannotated.com/iiif/magn/magn-30058/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.125671296,10858,,,,
MAGN-30059,"https://ptannotated.com/iiif/magn/magn-30059/tiles/full/300,169/0/default.jpg",Magnolia (1999),17,0.12568287,10859,,,,
MAGN-30101,"https://ptannotated.com/iiif/magn/magn-30101/tiles/full/300,169/0/default.jpg",Magnolia (1999),18,0.125706019,10861,,,,
MAGN-30820,"https://ptannotated.com/iiif/magn/magn-30820/tiles/full/300,169/0/default.jpg",Magnolia (1999),18,0.130787037,11300,,,,
PUNC-00039,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00039/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.000451389,39,,,,
PUNC-00144,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00144/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001203704,104,,,,
PUNC-00149,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00149/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001261574,109,,,,
PUNC-00156,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00156/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001342593,116,,,,
PUNC-00208,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00208/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001481481,128,,,,
PUNC-00212,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00212/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001527778,132,,,,
PUNC-00230,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00230/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001736111,150,,,,
PUNC-00238,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00238/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001828704,158,,,,
PUNC-00240,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00240/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001851852,160,,,,
PUNC-00242,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00242/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001875,162,,,,
PUNC-00245,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00245/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001909722,165,,,,
PUNC-00249,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00249/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.001956019,169,,,,
PUNC-00253,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00253/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.002002315,173,,,,
PUNC-00255,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00255/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.002025463,175,,,,
PUNC-00304,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00304/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.00212963,184,,,,
PUNC-00318,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00318/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),1,0.002291667,198,,,,
PUNC-00321,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00321/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.002326389,201,,,,
PUNC-00355,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00355/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.002719907,235,,,,
PUNC-00404,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00404/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.002824074,244,,,,
PUNC-00415,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00415/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.002951389,255,,,,
PUNC-00436,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00436/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.003194444,276,,,,
PUNC-00517,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00517/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.003668981,317,,,,
PUNC-00556,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00556/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.00412037,356,,,,
PUNC-00602,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00602/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.004189815,362,,,,
PUNC-00611,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00611/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.004293981,371,,,,
PUNC-00634,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00634/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.004560185,394,,,,
PUNC-00645,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00645/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.0046875,405,,,,
PUNC-00653,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00653/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.004780093,413,,,,
PUNC-00656,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00656/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.004814815,416,,,,
PUNC-00705,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00705/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.004918981,425,,,,
PUNC-00729,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00729/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.005196759,449,,,,
PUNC-00735,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00735/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.005266204,455,,,,
PUNC-00749,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00749/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.005428241,469,,,,
PUNC-00834,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00834/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.005949074,514,,,,
PUNC-00900,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00900/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.00625,540,,,,
PUNC-00905,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00905/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.00630787,545,,,,
PUNC-00907,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00907/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.006331019,547,,,,
PUNC-00917,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00917/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.006446759,557,,,,
PUNC-00942,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00942/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),2,0.006736111,582,,,,
PUNC-01009,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01009/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),3,0.007048611,609,,,,
PUNC-01023,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01023/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),3,0.007210648,623,,,,
PUNC-01046,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01046/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),3,0.007476852,646,,,,
PUNC-01047,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01047/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.007488426,647,,,,
PUNC-01058,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01058/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.007615741,658,,,,
PUNC-01121,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01121/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.007881944,681,,,,
PUNC-01202,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01202/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.008356481,722,,,,
PUNC-01238,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01238/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.008773148,758,,,,
PUNC-01303,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01303/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.0090625,783,,,,
PUNC-01309,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01309/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.009131944,789,,,,
PUNC-01347,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01347/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.009571759,827,,,,
PUNC-01350,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01350/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.009606481,830,,,,
PUNC-01355,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01355/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.009664352,835,,,,
PUNC-01410,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01410/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.009837963,850,,,,
PUNC-01419,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01419/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.00994213,859,,,,
PUNC-01424,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01424/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.01,864,,,,
PUNC-01451,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01451/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.0103125,891,,,,
PUNC-01545,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01545/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),4,0.0109375,945,,,,
PUNC-01554,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01554/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.011041667,954,,,,
PUNC-01603,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01603/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.011145833,963,,,,
PUNC-01620,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01620/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.011342593,980,,,,
PUNC-01704,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01704/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.011851852,1024,,,,
PUNC-01736,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01736/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.012222222,1056,,,,
PUNC-01830,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01830/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.012847222,1110,,,,
PUNC-01844,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01844/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.013009259,1124,,,,
PUNC-01853,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01853/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.013113426,1133,,,,
PUNC-01903,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01903/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.013229167,1143,,,,
PUNC-02034,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02034/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),5,0.014282407,1234,,,,
PUNC-02040,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02040/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014351852,1240,,,,
PUNC-02055,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02055/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014525463,1255,,,,
PUNC-02110,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02110/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014699074,1270,,,,
PUNC-02112,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02112/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014722222,1272,,,,
PUNC-02122,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02122/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014837963,1282,,,,
PUNC-02127,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02127/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014895833,1287,,,,
PUNC-02133,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02133/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014965278,1293,,,,
PUNC-02135,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02135/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.014988426,1295,,,,
PUNC-02139,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02139/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.015034722,1299,,,,
PUNC-02147,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02147/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.015127315,1307,,,,
PUNC-02159,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02159/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.015266204,1319,,,,
PUNC-02208,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02208/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.01537037,1328,,,,
PUNC-02214,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02214/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.015439815,1334,,,,
PUNC-02220,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02220/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.015509259,1340,,,,
PUNC-02237,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02237/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),6,0.015706019,1357,,,,
PUNC-02241,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02241/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.015752315,1361,,,,
PUNC-02253,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02253/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.015891204,1373,,,,
PUNC-02259,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02259/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.015960648,1379,,,,
PUNC-02312,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02312/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.016111111,1392,,,,
PUNC-02330,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02330/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.016319444,1410,,,,
PUNC-02354,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02354/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.016597222,1434,,,,
PUNC-02423,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02423/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.01693287,1463,,,,
PUNC-02447,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02447/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.017210648,1487,,,,
PUNC-02507,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02507/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.01744213,1507,,,,
PUNC-02534,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02534/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.01775463,1534,,,,
PUNC-02554,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02554/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.017986111,1554,,,,
PUNC-02609,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02609/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.018159722,1569,,,,
PUNC-02615,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02615/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.018229167,1575,,,,
PUNC-02726,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02726/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.019050926,1646,,,,
PUNC-02738,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02738/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.019189815,1658,,,,
PUNC-02909,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02909/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.020243056,1749,,,,
PUNC-02913,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02913/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.020289352,1753,,,,
PUNC-02924,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02924/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.020416667,1764,,,,
PUNC-02929,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02929/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),7,0.020474537,1769,,,,
PUNC-02933,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02933/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.020520833,1773,,,,
PUNC-02940,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02940/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.020601852,1780,,,,
PUNC-02947,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-02947/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.02068287,1787,,,,
PUNC-03003,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03003/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.020868056,1803,,,,
PUNC-03126,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03126/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.021828704,1886,,,,
PUNC-03140,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03140/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.021990741,1900,,,,
PUNC-03143,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03143/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.022025463,1903,,,,
PUNC-03150,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03150/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.022106481,1910,,,,
PUNC-03207,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03207/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.022303241,1927,,,,
PUNC-03211,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03211/tiles/full/300,169/0/default.jpg",Punch-Drunk Love (2002),8,0.022349537,1931,,,,
